text,label,source,dialect,prediction,label_name,pred_name
هاذي شغلتكم انتو بس عبيد وعبيد سواء كانت سعودية ولاا اجنبية الادميا عايشة حياتها والحمدلله وخليك في حالك ترى جنبك ملايكة تكتب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مموجب ججاد عمري نحيفف مشعر خفيف,0,AdultContent,MSA/Mixed,1,Safe,Toxic
قزح مكروه للرجال فما بالك للنساء,0,NUHA,Unknown,1,Safe,Toxic
حكم مصري مجنون الكروت عنده اسهل من شرب الماء,0,Arabic_Superset|arHateDataset,Multi-dialect,1,Safe,Toxic
بشرب من الدله لوكان بها سم مااهز فنجالي ولا اقول كافي مادامه بيمناك وتقولي سم بسم الله اشرب كل سم عوافيمم,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
اوليس الاولى ان نتوجه لحصص الرقص والغناء والفسق ننتقدها وندعوا الناس الى معرفة الحقيقة والابتعاد عنها؟,1,Algerian_Offensive,Unknown,0,Toxic,Safe
تويت فى حب البغدادى ارى ان الدعاء له في ظهر الغيب افضل,1,Fraiwan,Unknown,0,Toxic,Safe
المستحيلات سبعة وثامهن سرتكي تقول مقر ضبيها وانضبي فضحتنا بين العربان البين يشبحكن,0,NUHA,Unknown,1,Safe,Toxic
ايوه شغل كفار يعني,0,AraTox,Unknown,1,Safe,Toxic
باغي نفهم غي حاجة وحدة والله اي هدي راهي من نيتها راهي مامنا بلي هيا شابة اي لي كدب عليها وقالها نتيا شابة قولولو يجي يصارحهت وانا نرجعله الدراهم لي عطاتهمله,1,Algerian_Offensive,Unknown,0,Toxic,Safe
صاحبي توجد ان لا يمكن ان يمر الرهابيون مرور الكرام وهو شردمة امام الانظار في الرض وفي السماء ولم ينتبه له احد ولهم مقدورات القتال متفوقة على الارهابيين بالف مرة ارض جو لا يمكن ان تكون لدي طايرات حربية وسيارات مدججة بالسلاح والرصد ارضي وجوي وتكون هناك مرتزقة ارهابية لا ولا ولا ولا وغير ممكن انها لعبة يلعبون بها الفرنسيين ومن معهم,0,DziriOFN,Unknown,1,Safe,Toxic
كنتو تعطو عبر مواعظ ياخوفي يجي يوم نشوفكون عبرة لمن اعتبر عملو وكترو ماحدا خسران من كيسو شي,0,NUHA,Unknown,1,Safe,Toxic
تذكرت ان نووي طوقان لن ياتي للوطن سوى بمزيد من الخراب والدمار وزيادة المديونيه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مع اني حاقدةع كتير بنات اليومو طريقة تفكيرهم بس,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
دعواتكم النا حتى تكبر هاي الكلمة ونقدر نساعد كل محتاج ونرسم البسمه على وجه المسكين واليتيم وغيرهم من كبار السن ياارب,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
الله يكون بعون اهل درعاو يخزيك يا بشار القصف ما وقف ساعة كاملة متواصلة وراجمات الصواريخ ورا بعض بتطلق,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هو الواحد شو بده من هالحياة غير انه يطلع من الاردن الله لا يصبحكم بالخير وصلنا لمرحلة اذا انتقدنا منكون واذا مع منكون من يزم عيب وحرام وقلة حياء والله شرت وتيشيرت لاعبين كرة القدم اطول منهم واستر للصبح بطلعنا تبع ركبة روبي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لا يوجد دولة بلبنان توجد لغة المصالح والشاطر من يمص دماء اللبنانيين اكثر عصابات مصاصي الدماء,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هل هذي تعتبر حركة لا اخلاقية؟ اعوذ بالله من النفاقو الكذب خلا منهم يبون ينبطون من القهر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اليوم الاثنين مازلت في دورة الغثا وثقالة الدم والهياط,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الناس تعذب اشد العذاب والبعض لازال يندد,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
الي بحكو بالسياسة كثار والي بفهموها قلال,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
شركات السلاح الكبرى تفتعل وتوجج الصراعات في العالم لتبيع السلاح شركات الدواء الكبرى تحارب اي علاجات طبيعية وعشبية حتى تبيع ادويتها الكيماوية,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الضعفاء تزوجهم امهاتهم الرجال بتزوجوش اصلا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
عندما تتضخم ال انا عند الجاهل المكابر فيرعد ويزبد بانه هو الفاهم ويطبق المبدا الفرعوني لا اريكم الا ما ارى دل هذا على سطيحة الطرح وتفاهة الفكر وضعف الحجةوتلوميني لما اسميج رويبضةولكن تاكدي انه سينطبق عليك قول الله تعالى بتحريفج لدين الله الحق هذا كتابنا,0,NUHA,Unknown,1,Safe,Toxic
لاصحاب العقول اقول اللهم العن من جعل من بيوت الله مهازل تقام فيه الدعوات للشهوات ولتعزيز القبليات والعصبيات,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
عزراييل يشيلكم التنتين,0,NUHA,Unknown,1,Safe,Toxic
ما اصك ولا ما انصك لاحول لازم بدليات,0,AraTox,Unknown,1,Safe,Toxic
الرزق على ربيو ماكانش لازم تعتذري لان كلامك صحيح بنسبة كبيرة دايما نقول حاشى البعض لاا لبنات ملايكات ولاالشبان ملايكة وردود الفعل مبالغ فيها من الشعب والله شفت بنات متحجبات وغير محتجبات وشبان اقبح من الشيطانو من الشر الله يهدي الجميع,1,Algerian_Offensive,Unknown,0,Toxic,Safe
يا حرقة قلبي عليك يا كويت قاعدين نشوف البلد جدامنا يتناتفونها خانوا الامانهو احنا اللي حطيناهمو باعوا ضمايرهمو وطنهم,0,OSACT4|OffensEval2020_AR,MSA + mixed dialects|MSA/Mixed,1,Safe,Toxic
شكل خلصت حواله موزه وطفروا اخوها وابوها وصاروا يطالبون باختهم عشان تدعمهم ماديا من قطر حواله مليونر,1,SaudiCodeMixing,Unknown,0,Toxic,Safe
بس سبحان الله فعلا ما تخاف الا من اللي بعمل حاله منيحو هو احقر خلق ربنا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ناس الخمسة ريال مو لاقينهاو انت تشتري بيتزاب ريال احش التربيةو احش ام الوالدين اولاد الحرام مبذرين,0,ArabicCyberbullying,Unknown,1,Safe,Toxic
لم نرى اعلامكم ينشر ماقام بها العرب في الرقة بتهجير ميات العوايل الكردية وقتلهم,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
هل ادرك السفهاء بعد توهم ان السعودين سيف الملهم فيهم محمد يرتقي بلاده وبه منازلهم وراء الانجم ماج البغاه بقضهم,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
قدام الناس مودبه شريفه طاهره متربيه الحقيقه بقرهه للركوب والاهانه معصيتيى راحتي ديرتي ديرتية,1,AraTox,Unknown,0,Toxic,Safe
انت دب كيوت تجلس في المسبح اللي ما يوسعكو بنجيب عصيرو حركات لاه,1,AraTox,Unknown,0,Toxic,Safe
الغريب في الامر اننا لا نسمع عن قتلى الجانب الاخر هل هذه هي الحيادية والاحترافية؟ انا اعدها انحياز والمعلومات من مواقع اخبارية اخرى تبرز بوضوح ما يجهري هناك,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
مسامح كاع الدود لي غاياكلوني من غير هاد دودة لي كلاتني باش نشوف هاد الفيديو,1,OMCD,Moroccan,0,Toxic,Safe
وزارة الاقتصاد الوطني احالة خمسة تجار للنيابة العامة لمكافحة الجرايم الاقتصادية على خلفية عدم اشهار الاسعار على السلع المعروضة في المحلات التجارية في محافظة رام الله والبيرة,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
رييس ال لن يسمح بانهيار الحكومة السورية للمحافظه على موسسات الدوله وما ذا بقي منها بل هو محافظه على نظام المجرم بشار حليف ايران,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
من هلعيشه جعدنا وشيبنا واحنا بلعشرينات منيح منهم بنات الاردن الي جابو المركز الثامن اذا شباب الاردن ختايره,1,NUHA,Unknown,0,Toxic,Safe
لا حول ولا قوة الا بالله العلي العظيم خسارتها,1,NUHA,Unknown,0,Toxic,Safe
من الريتويتس تاعة الدواعش اشكالك,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لان التوحد تحت راية الخلافة قد تعين ولا يوجد عذر في البعد عن تحقيق هذه العبودية التي تعينت,1,Fraiwan,Unknown,0,Toxic,Safe
لا مقبوله ياطاهره,0,NUHA,Unknown,1,Safe,Toxic
استبعدوا روسيا لاكن المجازر ال بتحصل في فلسطين من ال ميتسموش لا اسمع لا اري لا اتكلم,0,HateDay,Multi-dialect,1,Safe,Toxic
هادي خاصها اعدام اما لحبس بزاف علي مها,0,Moroccan_Darija_v2,Moroccan,1,Safe,Toxic
للاسف حتى الدجاج والديك عندنا مات من الحر حرام تسجنوا الطيور في اقفاص ولا تضعوا لها ماء في الحر الشديد,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
قرافة الي تقرف وجهك هاد ناقصو حنان اخرتو بسة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مستخدم شعب اسقط صرماية لي هي انت,0,ArMI,Levantine/Mixed,1,Safe,Toxic
ما هو مستوى الاجرام المطلوب ان يرتكبه الكيان الصهيوني حتى يقطع الخونة المطبعون علاقتهم معه؟ قاتل الله الذلة لغيره سبحانه افيقوا ايها الجبناءد طارق السويدان,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
راك تزيد تنحلنا الامل كي تقارنا بالبلاد الاخرا وتقعد تشكي على اموال وبترول معناها ياشعب ريح عاقل مناش راح ننفعوك كما راك حاب,1,Algerian_Offensive,Unknown,0,Toxic,Safe
لويش يعني شو استفدت يا ابو الخرا؟ خليتها تغار؟ وحش,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اييه وابسوى مباراه ملاكمه معك وافقع وجهك,0,ArabicDangerous,Unknown,1,Safe,Toxic
مخشيين هذا فهذا فحال لحوالا وكتشكاو الكلاخ خليو المسافه بناتكم,1,Moroccan_Darija_v2,Moroccan,0,Toxic,Safe
انتم تعتبرون الفوز عالنصر بطوله واي لاعب يسجل بالنصر مخلينه اسطوره للدرجه النصر مرعبكم,1,AntiFanatic,Unknown,0,Toxic,Safe
بما ان الرسول محمد من سلالة زكريا وزكريا من ذرية ابراهيم الخليل اذا الرسول محمد هو كوردي الاصل ابا عن جد وليس بالنبي العربي كما تدعون,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
السيسي يقول انه لن يعدم الاحوان بعدما ثبت له ان سلميتكم اقوي من الخيار هي افضل طريقة لبقايه سيدا عليكم,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
نحن في مجتمع عبارة عن مكان فيه بشر يكرهون بعض بس مسوين نفسهم حبايب,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
في تقديري ان التحرش في واقعنا يقع بالتالي,1,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri|arHateDataset,Multi-dialect|Unknown,0,Toxic,Safe
اسم الله قمر كل اغانيك جميله جدا لكن اغنيتك الخليجيه بصوتك بتهبل اسم الله عليكي قمر ربنا يجعلك دايما ورده وتقومي بالسلامه انتي البيبي,1,NUHA,Unknown,0,Toxic,Safe
النصر لليمانيينو الخزيو العار للعدوان,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
والله في هاذي الدنيا ما تفهم شي هه تشوف انسان تقول محترم تسمع عنها تقول العكس هه,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
لا مع الاسف، علموها عرب الخلبج على الحلب فصارت مدمنة الان وتبحث ليس عن افراد فقط بل وفود,1,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,0,Toxic,Safe
الزوج يتعامل زوجته بالقهر يستطيع كسب قلبها ولايها وسيفقد محبتها ومرحمتها ومودتها وكونها سكن ننسى نساء متمردات يصونن النعم يعشن فيتعمدن خراب بيوتهن بايديهن,0,ArMIS,MSA + dialects,1,Safe,Toxic
مستخدم يا ديما حللي عن جبران صار مليون مرة قايلك انا مجوز وبحب مرتي شانتال حللي عني يا,1,ArMI,Levantine/Mixed,0,Toxic,Safe
هه يموتوا على الانحلالوالمنتحر درب جدي؟؟,0,NUHA,Unknown,1,Safe,Toxic
بالروح بالدم نفديك يا جنوب في عدن شعار مناطقي بينما لبيك يا حسين في صنعاء شعار وطني تثبيت السنة في الجنوب مناطقية لكن غزو الشيعة للشمال وطنية بلادي بلادي بلاد الجنوب عاصمتها عدن نشيد مناطقي بينما الموت لامريكا الموت لاسراييل نشيد وطني هذا لسان حال كل اخونجي خبيث,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
اكره ما عليه اتعامل مع انسان فوضوي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الى كل مغرد سعودي بالمنشن انا عماني واقول هاذي الذبابه ليست عمانيه ومعروف هدفها ومن اين تغرد والنعم فيكم اخواننا والذباب المنحط لايمثلنا للعلم,0,Arabic_Superset|arHateDataset,Multi-dialect,1,Safe,Toxic
نسويات وةحاب هه,0,ArMIS,MSA + dialects,1,Safe,Toxic
ماذا عن هضامتك,0,Arabic_Superset|Let-Mi,Levantine|Multi-dialect,1,Safe,Toxic
انا معلوماتي من ناس لو شافوا بعينهم يحطوا الحقع الامن هه الله اعلم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مساج كاش وعندي مكان ابحر المحمدية البساتين الحمدانية,1,AdultContent,MSA/Mixed,0,Toxic,Safe
الحلف انك لست بيمني,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
البدو ولاد الكلب ملو البلد,0,Egyptian_HateSpeech,Unknown,1,Safe,Toxic
تسالنيش شو يعني تقريبا من الهطلو هو الغباء,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الالحاد هو الحل,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
حملة لتوثيق قتل عرب اهل السنه من قبل الشيعه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كذابات بدهم لجو سياسي,0,NUHA,Unknown,1,Safe,Toxic
لماذا القتل في سوريا لماذا اقتل في العراق ولان في اليمن وتقول الاسلام انتم من صنع داعش ولارهاب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
يستعزوون بكتاب لعنة,1,Arabic_Superset|MultiDialect_NabilBadri|T-HSAB,Multi-dialect|Tunisian|Unknown,0,Toxic,Safe
بدل الجدل الفاضي ابحثو عن مخرم البلد من زمت الماء ساده يتكرم,0,NUHA,Unknown,1,Safe,Toxic
الله لا يسامح الفيزون هو سبب كل المشاكل,0,NUHA,Unknown,1,Safe,Toxic
الاشوري قومية وعرق الاثوري مذهب من مذاهب المسيحين على ما اضن,0,HateDay,Multi-dialect,1,Safe,Toxic
الخطا لايستحق الا وقف مباراة واحدة بما ان لاعب النصر كان ممسك باللاعب والخطا عليه بالبداية يبد ان الدفع الرباعي اشتغل الان,1,AntiFanatic,Unknown,0,Toxic,Safe
نحن نسب من يدعم خيام تندوف بالمال والسلاح ويهرول في المحافل الولية وشعبه يصطف في الطوابير لنيل شكارة حليب او السميد اوالسردين او الدينار المفقود في مراكز البريد والانترنيت رديءة والغلاء والغضب الشعبي,1,Algerian_Offensive,Unknown,0,Toxic,Safe
في الصورة يشبة صور النتن ياهو لكن الاختلاف بلون الشعر,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
جاهلو مفسد شبيبه,0,MultiDialect_NabilBadri,Unknown,1,Safe,Toxic
اصلا فرنسا وبريطانيا والمانيا تزوجوا حتى الحيوانات حريه حريه حتى الكلاب زوجوها نسايهم وهم كالانعام بل هم اضل,0,HijabYT,Unknown,1,Safe,Toxic
كل البنات خاقين على نيمار بس محد تكلم عن كانتي اشك انهم يعرفونه اجمل وسط بتاريخ الكوره,1,FemaleSportHate,Unknown,0,Toxic,Safe
باقي الشبيحة يخضعون,0,AraTox,Unknown,1,Safe,Toxic
وبعد الدومينيكان زار السلفادور امس السبت وهي بدورها تويد المطلب الفلسطيني,1,AraTox,Unknown,0,Toxic,Safe
هاي مش فنانه هاي دونجيه جاي اديون,0,NUHA,Unknown,1,Safe,Toxic
طب ما مراتك بنت حبه قليله الاصل,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
الله يلعن الدوام تكفه خل يخلص ابي ارد اناام,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
يفعل الجاهل بنفسه مالا يفعل العدو بعدوه,0,NUHA,Unknown,1,Safe,Toxic
قال الحق لكونه يعلم من هن الفريزات هه والفاهم يفهم اي مترشحة باين واش تكون,1,Algerian_Offensive,Unknown,0,Toxic,Safe
الله ياخدك لازم الشعب يتبرى منك,0,NUHA,Unknown,1,Safe,Toxic
والله ما هو هامكم عنف ولا شيء لانه في كتير شعوب معنفه ومتطهده انتوا همكم مجتمع فاسد ودعاره وابناء شوارع ومسننين بالملاجي كما هي اوروبا,0,NUHA,Unknown,1,Safe,Toxic
عاجل وهام ايها الاخوة المناصرون هذا الحساب المسمى اخبار ثوار العراق لا يتوقف عن نقل الاخبار الكاذبة وانتصارات وهمية للدولة,1,Fraiwan,Unknown,0,Toxic,Safe
ابناء النبلاء الوطن والله ما ندري شو قدمتي انتيو جدك الي البلد كل يوم في منصب حسبنا الله ونعم الوكيل,1,NUHA,Unknown,0,Toxic,Safe
الاسك والصراحة بيجيش من وراهم غير وجع الراس والمشاكل,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الجبان يقصف الاطفال هذا ما يفعلة الجبان,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لا تخافي عليها لسانها اطول منها ومن ابنها ومن وليه,1,NUHA,Unknown,0,Toxic,Safe
خاصنا نقاطعو هاذ لقناة ديال لقلاوي,0,OMCD,Moroccan,1,Safe,Toxic
مستخدم مستخدم مستخدم مستخدم مذيعة ديكتاتورية يعنى غصب نصورو نكذب مذيعة فر عون,1,ArMI,Levantine/Mixed,0,Toxic,Safe
قال تبون الجيش ما يخرجش لمالي بامر من ماكرون ااو طبطب,0,DziriOFN,Unknown,1,Safe,Toxic
شو الجديد مهيا مشطوبه بس الكلبه حلوه,0,NUHA,Unknown,1,Safe,Toxic
هه اضحكتني يا تكريتي ذبحتما المسلمين في العراق وهربتم الى لندن ثم تعتبر نفسك من عباد الرحمن,0,Fraiwan,Unknown,1,Safe,Toxic
البهلوان ودحلان وجهان لعملة واحدة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
وهم ايه امال قطر كانت حتنفذة ايام مرسي ليه وياريت تنشروا تعليقى مش زى العاده ميكونش على هواكم,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
اخرتها زي اولها عروب حظر تجول وقعده في البيوت واستغابه ونميمة وحكومة وجدت اسهل طريق تعطل الدولة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
البنت الاسبانية بتهبل عرضنا اسالوني عالو اول ما حد يبعتلها سوال بتجاوب ما دخلك,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لا حول ولا قوة الا بالله كل بدعة ظلالةو كل ظلالة في النار,1,Algerian_Offensive,Unknown,0,Toxic,Safe
شتان بين الستر والفلتان وهل المحجبة التي تظهر على وسايل التواصل فعلا محجبة، ماهن الا سلع جنسية يتاجر بهن اللهم يا مثبت القلوب ثبت قلبي على دينك وقلب كل موحد,1,HijabYT,Unknown,0,Toxic,Safe
مايحررها غير اشكالك مزع يمزعك,0,NUHA,Unknown,1,Safe,Toxic
ارواحنا تفدي الطيارين السعوديين الابطال الطايرات عربيه لكن التحكم امريكي حاربو الاسلام بها وغدا سوف يقصفونكم بها,1,Fraiwan,Unknown,0,Toxic,Safe
